Region,Month,Year,Fixed Assets Rate,Women Occupation Rate,Men Occupation Rate,Operating Sale Revenue Rate,Participation Rate,Travel Attraction Rate,Travel Generation Rate,Housing Price per meter,temperature_2m_max (°C),temperature_2m_min (°C),temperature_2m_mean (°C),precipitation_sum (mm),snowfall_sum (cm),wind_speed_10m_max (km/h)
5,September,2019,5.94,30.89,65.36,4970,0.251,3.445,0.347,13173100,28.67666667,19.87666667,24.54333333,0.0001,0.0001,14.84666667
5,October,2019,5.78,27.31,78.11,4623,0.189,3.358,0.338,11530900,20.8,12.71290323,16.83870968,1.329032258,0.0001,12.72258065
5,November,2019,5.95,27.67,67.06,5118,0.248,3.599,0.363,12067000,9.66,2.98,6.3,1.193333333,0.63,10.49
5,December,2019,5.75,29.67,73.04,5306,0.171,3.366,0.339,12867800,7.916129032,0.993548387,4.141935484,0.990322581,0.047419355,14.5516129
5,January,2020,5.45,35.85,65.89,6008,0.112,2.563,0.266,12670700,3.674193548,-2.283870968,0.4,0.951612903,0.657096774,14.57096774
5,February,2020,5.31,30.23,62.35,6317,0.157,2.771,0.288,13804000,7.406896552,-0.1,3.827586207,3.568965517,0.217241379,16.1862069
5,March,2020,5.47,22.24,73.31,5687,0.185,3.251,0.338,13785400,12.94193548,4.490322581,8.596774194,2.232258065,0.036129032,16.13870968
5,April,2020,5.49,26.01,64.06,5914,0.186,2.66,0.276,13766800,14.97333333,7.24,11.21333333,3.676666667,0.051333333,15.65666667
5,May,2020,5.55,25.08,77.37,6002,0.168,2.762,0.287,16405500,24.91612903,15.08387097,20.31290323,0.648387097,0.0001,18.46774194
5,June,2020,5.42,33.71,81.83,5636,0.16,2.618,0.272,17583800,31.46333333,21.17333333,26.79333333,0.0001,0.0001,17.99333333
5,July,2020,5.49,34.77,73.09,5870,0.167,2.807,0.292,20448100,32.66129032,23.62903226,28.49354839,0.058064516,0.0001,15.39354839
5,August,2020,5.28,27.53,63.58,6071,0.187,2.624,0.273,22161200,31.1,22.19354839,26.86129032,0.0001,0.0001,15.55806452
5,September,2020,5.12,21.92,73.14,6381,0.142,3.01,0.313,23285600,27.13,18.08666667,23.05333333,0.093333333,0.0001,13.13666667
5,October,2020,5.14,23.01,69.78,6394,0.156,2.836,0.295,24728800,19.7,10.32903226,15.15806452,0.674193548,0.0001,12.27096774
5,November,2020,5.37,32.43,76.65,5751,0.196,3.206,0.333,25454000,11.40666667,5.576666667,8.43,3.043333333,0.009333333,10.08333333
5,December,2020,5.1,25.04,81.14,6593,0.111,2.851,0.296,26467900,4.961290323,-0.535483871,1.909677419,1.183870968,0.205483871,10.88064516
5,January,2021,4.96,36.27,79.21,8556,0.211,2.343,0.245,25849200,6.6,-1.083870968,2.632258065,0.419354839,0.085806452,12.35483871
5,February,2021,4.99,26.01,68.63,8917,0.188,2.75,0.288,26608100,10.35714286,1.657142857,5.742857143,1.607142857,0.015,16.975
5,March,2021,4.9,22.93,63.95,8227,0.239,2.961,0.31,26712600,13.49677419,4.496774194,9.222580645,1.703225806,0.169354839,17.49032258
5,April,2021,4.99,25.59,66.82,7219,0.185,2.503,0.262,29320100,23.26,12.96333333,18.29,0.156666667,0.0001,18.28666667
5,May,2021,4.78,24.96,66.77,7787,0.197,2.528,0.265,28171400,26.59354839,16.60645161,21.75483871,0.616129032,0.0001,17.33225806
5,June,2021,4.74,34.58,67.62,8574,0.265,2.433,0.255,28558100,33.32333333,22.48666667,28.7,0.0001,0.0001,17
5,July,2021,4.89,37,73.55,7720,0.263,2.826,0.296,29029900,34.04193548,24.89677419,29.83870968,0.0001,0.0001,15.66451613
5,August,2021,4.83,23.54,76.74,9205,0.262,2.369,0.248,30606000,32.1483871,23.14516129,28.10645161,0.0001,0.0001,16.5516129
5,September,2021,4.89,30.77,68.73,8858,0.203,2.91,0.305,28537600,29.67666667,20.37333333,25.42,0.0001,0.0001,14.9
5,October,2021,4.75,23.22,72.41,9024,0.187,2.835,0.297,29965900,19.6483871,11.44193548,15.65483871,0.65483871,0.0001,12.91935484
5,November,2021,5.15,33.28,77.68,8183,0.236,2.943,0.308,30142100,11.32666667,4.14,7.426666667,1.43,0.018666667,13.67666667
5,December,2021,4.94,28.66,71.09,9538,0.197,2.897,0.303,31808700,8.038709677,1.235483871,4.45483871,1.580645161,0.18516129,14.60967742
5,January,2022,4.22,21.56,75.55,15411,0.189,2.261,0.235,30504600,5.322580645,-1.580645161,1.783870968,1.319354839,0.471935484,16.93225806
5,February,2022,4.43,34.05,72.98,15260,0.191,2.507,0.261,30855900,8.964285714,1.171428571,4.896428571,1.239285714,0.0675,17.91785714
5,March,2022,4.57,22.38,77.26,16420,0.212,2.802,0.291,33095900,12.40967742,4.109677419,8.45483871,2.283870968,0.02483871,17.67096774
5,April,2022,4.44,25.08,75.01,15681,0.235,2.41,0.251,32402000,22.56333333,11.86333333,17.26666667,0.41,0.0001,20
5,May,2022,4.47,33.28,72.68,14204,0.267,2.475,0.257,33019300,23.88709677,13.10967742,18.91612903,1.009677419,0.0001,20.01935484
5,June,2022,4.7,33.26,66.52,17410,0.23,2.388,0.248,37718800,32.71,21.6,27.79,0.033333333,0.0001,18.63666667
5,July,2022,4.59,35.04,68.87,16112,0.251,2.602,0.27,40138100,33.65483871,23.76451613,28.98064516,0.696774194,0.0001,16.92903226
5,August,2022,4.52,30.15,76.68,17375,0.224,2.328,0.242,42475700,31.67419355,21.43870968,27.23548387,0.003225806,0.0001,15.3483871
5,September,2022,4.59,31,67.04,16339,0.232,2.723,0.283,42972000,30.05,19.88,25.4,0.0001,0.0001,15.32
5,October,2022,4.66,29.85,62.56,16654,0.223,2.606,0.271,41652500,23.07741935,14.20322581,18.92258065,0.112903226,0.0001,15.89032258
5,November,2022,4.72,24.16,70.45,16141,0.262,2.784,0.289,43604200,13.33,5.24,9.153333333,0.866666667,0.051333333,15.14
5,December,2022,4.57,23.98,66.65,16782,0.246,2.608,0.271,46209000,6.3,0.470967742,2.977419355,1.383870968,0.557741935,13.97419355
6,January,2016,2.3,13.66,82.3,901,0.068,1.454,0.083,1260402,7.093548387,-3.616129032,1.419354839,1.951612903,0.53516129,8.680645161
6,February,2016,2.29,15.09,86.02,1029,0.054,1.628,0.093,1301382,10.99655172,-0.882758621,4.755172414,0.696551724,0.132758621,9.24137931
6,March,2016,2.36,17.05,75.82,824,0.081,1.827,0.105,1363984,15.72903226,3.958064516,10.05806452,2.261290323,0.049677419,10.67096774
6,April,2016,2.24,13.91,82.79,827,0.083,1.52,0.087,1371493,20.26666667,8.133333333,14.65333333,1.093333333,0.053666667,10.72
6,May,2016,2.34,14.41,73.49,804,0.074,1.616,0.092,1473577,29.07096774,15.66774194,23.06129032,0.306451613,0.0001,13.86129032
6,June,2016,2.34,14.63,82.54,951,0.089,1.526,0.087,1581039,33.30666667,20.15666667,27.56,0.033333333,0.0001,14.78333333
6,July,2016,2.27,16.82,96.98,999,0.095,1.651,0.094,1667706,36.12903226,25.17741935,31.16774194,0.058064516,0.0001,13.67741935
6,August,2016,2.32,20.51,85.88,1002,0.064,1.494,0.086,1728308,34.48387097,22.6516129,29.30322581,0.009677419,0.0001,11.90322581
6,September,2016,2.22,18.34,73.02,956,0.097,1.709,0.098,1788357,31.14666667,19.84333333,25.85666667,0.07,0.0001,11.49666667
6,October,2016,2.39,22.6,87.8,978,0.089,1.666,0.095,1847066,23.11612903,12.9,18.23870968,0.132258065,0.0001,9.825806452
6,November,2016,2.31,14.63,93.93,940,0.088,1.784,0.102,1910339,13.52,3.816666667,8.613333333,0.546666667,0.084,8.033333333
6,December,2016,2.23,20.55,77.24,889,0.08,1.698,0.097,1967755,8.683870968,-1.832258065,3.303225806,2.65483871,0.381612903,8.774193548
6,January,2017,2.06,15.21,93.27,899,0.068,1.486,0.083,2009360,9.516129032,0.177419355,4.383870968,1.516129032,0.015806452,13.3
6,February,2017,1.96,18.72,96.58,915,0.071,1.66,0.093,2074692,9.721428571,0.239285714,4.475,1.692857143,0.205,13.45714286
6,March,2017,2.17,10.75,70.15,763,0.079,1.851,0.104,2174493,15.45483871,5.932258065,10.54193548,1.822580645,0.0001,16.87741935
6,April,2017,2.18,12.43,68.05,723,0.096,1.534,0.086,2186463,22.89333333,11.80333333,17.39,1.4,0.0001,17.46666667
6,May,2017,2.11,16.27,90.49,847,0.068,1.544,0.086,2349208,30.69032258,17.95483871,24.83225806,0.864516129,0.0001,19.42903226
6,June,2017,2.02,13.48,82.3,786,0.075,1.527,0.085,2520527,35.61333333,22.95333333,29.75333333,0.0001,0.0001,16.52333333
6,July,2017,2.11,18.52,75.6,813,0.092,1.672,0.094,2658692,37.04193548,25.60322581,31.76451613,0.119354839,0.0001,14.39354839
6,August,2017,2.09,20.11,97.12,808,0.086,1.51,0.084,2755307,35.89032258,24.50322581,30.67741935,0.0001,0.0001,13.20322581
6,September,2017,1.96,21.01,70.58,845,0.073,1.691,0.095,2851038,32.49666667,21.42666667,27.23,0.0001,0.0001,13.05
6,October,2017,2,13.79,76.06,936,0.08,1.683,0.094,2944633,24.94193548,14.09354839,19.50645161,0.280645161,0.0001,15.58387097
6,November,2017,2.12,18.33,87.12,828,0.09,1.807,0.101,2959567,18.12666667,8.846666667,13.41,0.103333333,0.0001,13.83333333
6,December,2017,1.96,16.04,98.04,952,0.077,1.693,0.095,3045800,13.56129032,4.677419355,8.55483871,0.222580645,0.0001,11.40645161
6,January,2018,2.02,13.53,100.81,976,0.083,1.421,0.079,3078833,10.42580645,1.35483871,5.464516129,1.151612903,0.469677419,12.41290323
6,February,2018,1.9,16,78.74,939,0.092,1.596,0.089,3204633,12.19285714,3.728571429,7.482142857,1.960714286,0.005,12.81785714
6,March,2018,2.01,12.79,80.5,787,0.096,1.803,0.101,3290767,22.45483871,9.864516129,16.07419355,0.24516129,0.0001,20.52258065
6,April,2018,2.07,14.71,85.3,868,0.123,1.568,0.087,3282167,21.21333333,11.26666667,16.31333333,1.833333333,0.0001,16.22
6,May,2018,1.97,19.74,89.58,829,0.113,1.596,0.089,3583267,26.37419355,15.67741935,21.02580645,1.422580645,0.0001,16.04193548
6,June,2018,1.95,15.73,83.48,940,0.105,1.527,0.085,3892567,34.69,23.08333333,29.29,0.24,0.0001,16.51666667
6,July,2018,2.09,13.7,86.64,935,0.124,1.627,0.091,4294133,39.82258065,27.36129032,34.21290323,0.0001,0.0001,16.90322581
6,August,2018,1.95,15.25,78.59,875,0.092,1.438,0.08,4464500,37.47741935,26.08064516,32.03870968,0.0001,0.0001,14.26129032
6,September,2018,2.06,17.7,84.6,853,0.128,1.779,0.099,4985167,32.63,21.19666667,27.24333333,0.013333333,0.0001,13.01666667
6,October,2018,1.92,15.18,89.89,890,0.124,1.632,0.091,5258533,23.87741935,13.87419355,18.81290323,1.012903226,0.0001,13.61290323
6,November,2018,2.01,18.88,71.68,800,0.132,1.807,0.101,5820600,14.24666667,7.436666667,10.58333333,2.743333333,0.0001,10.14666667
6,December,2018,1.91,14.3,82.62,990,0.101,1.759,0.098,6031233,12.40645161,3.570967742,7.577419355,1.25483871,0.0001,12.53870968
6,January,2019,1.89,12.87,87.35,1079,0.045,1.461,0.082,6183433,10.07096774,0.670967742,4.932258065,2.893548387,0.23483871,14.01290323
6,February,2019,1.81,18.77,94.53,1093,0.038,1.561,0.088,6503100,10.93571429,1.317857143,5.628571429,1.017857143,0.05,14.68571429
6,March,2019,2.03,14.88,88.77,938,0.057,1.844,0.103,6883667,14.57096774,4.335483871,9.232258065,2.141935484,0.0001,17.81612903
6,April,2019,1.94,14.16,81.66,910,0.054,1.508,0.085,7284533,19.46333333,8.64,13.86666667,2.086666667,0.0001,18.46666667
6,May,2019,1.96,13.91,93.93,933,0.055,1.528,0.086,8205267,30.30967742,17.71290323,24.12580645,0.064516129,0.0001,19.10967742
6,June,2019,1.97,15.56,80.15,936,0.041,1.497,0.084,8519100,35.99666667,24.4,30.72333333,0.0001,0.0001,15.87666667
6,July,2019,1.97,16.14,87.5,1060,0.059,1.587,0.089,8486267,39.20967742,27.38064516,33.6516129,0.0001,0.0001,17.13870968
6,August,2019,1.98,14.65,84.84,1089,0.05,1.485,0.083,8231100,36.69677419,25.02258065,31.27419355,0.0001,0.0001,13.20645161
6,September,2019,1.87,12.84,77.13,1126,0.047,1.704,0.096,8148800,32.67333333,20.76666667,27.12666667,0.0001,0.0001,13.15666667
6,October,2019,1.83,18.62,80.56,1007,0.046,1.579,0.089,8162633,24.60322581,14.58064516,19.59032258,2.090322581,0.0001,12.52258065
6,November,2019,1.81,14.09,76.85,1080,0.053,1.744,0.098,8445733,13.15333333,5.78,9.13,1.553333333,0.268333333,9.766666667
6,December,2019,1.86,14.47,85.78,1145,0.047,1.584,0.089,8795933,11.48387097,3.712903226,7.161290323,1.151612903,0.002258065,11.25483871
6,January,2020,1.88,15.45,99.38,1619,0.038,1.079,0.062,9033200,8.032258065,-0.590322581,3.212903226,1.022580645,0.155806452,12.42580645
6,February,2020,1.97,17.31,82.77,1666,0.031,1.169,0.067,9423800,11.55172414,2.037931034,6.55862069,3.231034483,0.10862069,16.55862069
6,March,2020,1.99,13.78,74.28,1486,0.037,1.334,0.077,9589817,17.03225806,6.793548387,11.69032258,1.906451613,0.0001,16.58064516
6,April,2020,2.12,13.52,75.34,1448,0.044,1.145,0.066,9755833,18.86666667,9.18,14.04666667,3.826666667,0.004666667,15.75
6,May,2020,1.97,17.62,85.14,1661,0.046,1.161,0.067,10760567,29.31290323,17.33548387,23.69032258,0.532258065,0.0001,19.66129032
6,June,2020,1.88,15.12,86.89,1511,0.046,1.094,0.063,12126467,35.45333333,23.04333333,29.81,0.0001,0.0001,17.95666667
6,July,2020,1.96,10.75,77.66,1661,0.035,1.192,0.069,12895800,36.64193548,25.68709677,31.68709677,0.025806452,0.0001,13.71290323
6,August,2020,2.01,15.13,96.63,1712,0.044,1.111,0.064,14122567,34.91935484,23.65806452,29.5516129,0.0001,0.0001,14.67741935
6,September,2020,1.91,13.12,89.23,1777,0.037,1.246,0.072,15144133,31.04333333,20.28666667,26.05333333,0.05,0.0001,11.3
6,October,2020,2.02,16.06,77.42,1471,0.047,1.229,0.071,16935767,23.5,13.65806452,18.40967742,0.651612903,0.0001,11.00967742
6,November,2020,1.96,10.76,81.76,1514,0.04,1.266,0.073,17576633,14.94666667,8.056666667,11.19666667,3.366666667,0.0001,9.683333333
6,December,2020,1.95,16.2,98.64,1649,0.033,1.234,0.071,17591600,8.435483871,1.606451613,4.632258065,1.558064516,0.015806452,8.667741935
6,January,2021,2.06,18.07,87.65,9102,0.045,1.034,0.06,17820933,9.683870968,0.948387097,4.796774194,0.416129032,0.0001,10.32580645
6,February,2021,2.12,11.45,79.36,8495,0.047,1.16,0.068,17820933,14.08214286,3.425,8.392857143,1.325,0.005,15.4
6,March,2021,2.18,12.27,82.03,7098,0.048,1.299,0.076,18618067,17.80967742,6.683870968,12.42580645,1.309677419,0.076774194,18.01612903
6,April,2021,2.23,12.51,88.14,7732,0.067,1.098,0.064,18319600,27.64333333,15.23,21.85,0.016666667,0.0001,18.91333333
6,May,2021,2.24,17.22,72.59,8182,0.072,1.169,0.068,18125267,30.9,18.93225806,25.2483871,0.177419355,0.0001,18.77096774
6,June,2021,2.11,17.71,97.08,8553,0.075,1.1,0.064,18684333,37.41666667,24.66666667,31.87333333,0.0001,0.0001,15.88333333
6,July,2021,2.04,13.04,90.61,8888,0.065,1.186,0.069,18792100,38.06451613,26.53870968,32.92903226,0.0001,0.0001,13.33870968
6,August,2021,2.12,12.96,89.16,7538,0.055,1.067,0.062,19132033,36.06774194,25.32258065,31.27741935,0.0001,0.0001,14.51935484
6,September,2021,2,11.93,96.7,7908,0.073,1.229,0.072,19902867,33.78,21.86,28.15,0.0001,0.0001,13.53
6,October,2021,2.04,14.42,76.42,8606,0.06,1.203,0.07,19652167,23.50322581,13.41935484,18.49354839,0.577419355,0.0001,12.31612903
6,November,2021,2.01,14.46,81.81,7332,0.05,1.297,0.076,19578167,15.03,6.113333333,10.31666667,1.346666667,0.0001,11.33333333
6,December,2021,2.05,13.02,89.37,8619,0.065,1.221,0.071,20443200,12.09354839,3.267741935,7.1,1.9,0.212258065,11.59354839
6,January,2022,2.08,15.78,76.48,5743,0.044,1.065,0.062,21247400,9.941935484,0.380645161,4.622580645,1.632258065,0.21,15.79032258
6,February,2022,2.04,13.48,75.44,5628,0.056,1.136,0.066,21360833,13.53571429,3.253571429,7.889285714,1.285714286,0.06,16.18214286
6,March,2022,2.1,10.8,78.82,4986,0.051,1.273,0.074,21566400,17.04193548,6.093548387,11.54516129,1.496774194,0.0001,19.05806452
6,April,2022,2.22,12,80.56,4344,0.051,1.083,0.063,22447167,27.00666667,14.19666667,20.74666667,0.5,0.0001,20.74333333
6,May,2022,2.1,17.33,87.06,5335,0.069,1.101,0.064,23817867,28.10967742,15.38064516,22.31612903,0.674193548,0.0001,21.23548387
6,June,2022,2.19,11.33,85.65,5466,0.073,1.072,0.062,25824567,36.79333333,23.84,31.14333333,0.0001,0.0001,18.46333333
6,July,2022,2.18,14.6,95.06,5155,0.067,1.218,0.07,28146900,37.59032258,25.49032258,31.90322581,0.390322581,0.0001,15.72258065
6,August,2022,2.16,15.51,94.42,5338,0.065,1.061,0.061,28535433,35.53548387,23.93548387,30.4516129,0.0001,0.0001,13.54516129
6,September,2022,2.08,16.38,91.07,5609,0.053,1.255,0.072,29711533,34.02333333,21.56333333,28.19333333,0.0001,0.0001,13.58
6,October,2022,2.23,14.39,94.04,5353,0.074,1.233,0.071,29682367,27.09677419,15.8516129,21.74193548,0.048387097,0.0001,14.26129032
6,November,2022,2.21,17.37,89.55,5099,0.067,1.267,0.073,31553900,17.40666667,7.23,12.16666667,1.253333333,0.0001,13.40666667
6,December,2022,2.08,11.79,76.19,4981,0.044,1.262,0.073,33015600,10.06774194,1.974193548,5.496774194,1.532258065,0.018064516,11.87741935
7,January,2016,4.45,14.33,84.65,3061,0.157,1.079,0.077,1393035,6.938709677,-3.770967742,1.270967742,1.916129032,0.779032258,8.906451613
7,February,2016,4.77,21.42,89.3,2824,0.114,1.172,0.084,1438328,10.84827586,-1.031034483,4.6,0.744827586,0.282413793,9.444827586
7,March,2016,4.92,15.15,66.95,2850,0.16,1.304,0.093,1507517,15.58709677,3.809677419,9.912903226,2.438709677,0.223548387,9.306451613
7,April,2016,4.8,11.98,67.15,2458,0.171,1.167,0.083,1515816,20.11666667,7.973333333,14.5,1.263333333,0.072333333,9.876666667
7,May,2016,4.58,16.42,84.51,2384,0.158,1.158,0.083,1628643,28.91612903,15.50645161,22.91935484,0.361290323,0.0001,13.7516129
7,June,2016,4.5,20.46,84.7,3025,0.13,1.112,0.079,1747414,33.15666667,20.00333333,27.42,0.063333333,0.0001,14.16666667
7,July,2016,4.7,17.83,91.87,2602,0.168,1.245,0.089,1843200,35.99032258,25.02580645,31.01935484,0.074193548,0.0001,13.70967742
7,August,2016,4.85,15.48,96.81,2724,0.18,1.095,0.078,1910180,34.32580645,22.51612903,29.16451613,0.003225806,0.0001,11.23548387
7,September,2016,4.85,20.3,79.43,2975,0.172,1.285,0.092,1976548,30.99333333,19.69333333,25.7,0.103333333,0.0001,11.99333333
7,October,2016,4.7,14.46,82.05,2745,0.138,1.248,0.089,2041435,22.96451613,12.75806452,18.10322581,0.074193548,0.002258065,10.42580645
7,November,2016,4.56,20.77,92.88,2801,0.142,1.305,0.093,2111366,13.36333333,3.663333333,8.486666667,0.583333333,0.102666667,7.643333333
7,December,2016,4.49,15.88,75.22,3104,0.116,1.25,0.089,2174824,8.541935484,-1.993548387,3.167741935,3.038709677,0.873870968,8.519354839
7,January,2017,4.63,7.33,96.99,3348,0.141,1.108,0.077,2220807,9.174193548,-0.177419355,4.103225806,1.24516129,0.022580645,14.32258065
7,February,2017,4.44,9.61,95.65,3350,0.109,1.204,0.084,2293014,9.3,-0.589285714,3.835714286,1.603571429,0.1975,14.38214286
7,March,2017,4.7,6.23,82.8,3042,0.17,1.336,0.093,2403317,15.26774194,5.238709677,10.19354839,1.758064516,0.0001,17.37419355
7,April,2017,4.46,5.71,98.35,2840,0.185,1.119,0.078,2416547,22.64333333,10.99333333,16.99666667,1.226666667,0.0001,18.03333333
7,May,2017,4.45,7.74,81.8,2708,0.158,1.214,0.085,2596418,30.56129032,17.35483871,24.51290323,0.664516129,0.0001,20.99677419
7,June,2017,4.6,8.59,97.74,3067,0.185,1.122,0.078,2785765,35.42666667,22.36333333,29.58,0.013333333,0.0001,17.76333333
7,July,2017,4.71,8.09,98.35,3014,0.13,1.244,0.087,2938469,36.86451613,25.16774194,31.48387097,0.119354839,0.0001,15.36451613
7,August,2017,4.6,6.69,108.86,3165,0.16,1.109,0.077,3045250,35.58064516,23.95483871,30.43548387,0.0001,0.0001,14.04516129
7,September,2017,4.51,8.37,95.04,3152,0.133,1.299,0.091,3151055,32.28666667,20.81,27.05,0.0001,0.0001,14.34
7,October,2017,4.53,6.45,80.91,3045,0.154,1.277,0.089,3254500,24.76129032,13.40322581,19.24516129,0.383870968,0.0001,16.9516129
7,November,2017,4.67,8.58,81.31,3103,0.166,1.3,0.091,3411600,18.02666667,7.893333333,13.09333333,0.116666667,0.0001,15.31333333
7,December,2017,4.66,5.99,92.79,3366,0.115,1.308,0.091,3491950,13.06129032,3.483870968,7.938709677,0.164516129,0.009032258,12.37419355
7,January,2018,4.27,19.83,96.3,3024,0.113,1.075,0.075,3571150,10.01290323,0.2,4.890322581,1.164516129,0.46516129,14.4516129
7,February,2018,4.29,19.79,75.74,2734,0.12,1.218,0.085,3637250,11.64642857,2.589285714,6.735714286,1.778571429,0.0001,14.225
7,March,2018,4.75,16.11,75.93,2488,0.13,1.355,0.095,3590400,22.25483871,9.583870968,15.84193548,0.283870968,0.0001,21.61935484
7,April,2018,4.43,10.22,73.32,2516,0.15,1.139,0.079,3729900,20.89,10.81666667,15.97666667,1.696666667,0.0001,17.18
7,May,2018,4.54,17.99,89.68,2704,0.129,1.147,0.08,3678650,26.27741935,15.23225806,20.88387097,1.232258065,0.0001,17.30645161
7,June,2018,4.52,15.42,82.67,2701,0.152,1.084,0.076,3855200,34.61,22.39666667,29.01333333,0.196666667,0.0001,17.52666667
7,July,2018,4.68,13.54,95.22,2517,0.127,1.223,0.085,4067600,39.51935484,26.96774194,34.01290323,0.0001,0.0001,17.08064516
7,August,2018,4.66,13.58,80.55,2738,0.172,1.086,0.076,4328850,37.37096774,25.45483871,31.96774194,0.0001,0.0001,14.44516129
7,September,2018,4.27,15.34,90.62,2482,0.148,1.337,0.093,4717200,32.42,20.75,27.10666667,0.013333333,0.0001,14.49333333
7,October,2018,4.5,20.17,93.3,2471,0.136,1.291,0.09,4933150,23.58387097,13.79032258,18.83548387,0.919354839,0.0001,15.22258065
7,November,2018,4.26,13.58,78.73,2874,0.183,1.347,0.094,5442550,14.04333333,6.836666667,10.30666667,2.353333333,0.0001,11.59
7,December,2018,4.36,14.14,78.22,2876,0.123,1.323,0.092,5790700,12.06451613,3.15483871,7.148387097,1.261290323,0.0001,13.87096774
7,January,2019,4.23,14.61,87.84,3453,0.085,1.138,0.08,5828950,9.7,-0.04516129,4.422580645,2.364516129,0.167096774,14.91290323
7,February,2019,4.38,12.76,84.4,3410,0.076,1.224,0.086,6132650,10.63214286,0.710714286,5.217857143,1.257142857,0.0525,15.58571429
7,March,2019,4.5,10.74,76.31,3305,0.102,1.385,0.097,6461950,14.33548387,4.025806452,8.958064516,2.351612903,0.0001,17.50322581
7,April,2019,4.74,10.44,73.23,3213,0.113,1.168,0.082,6879950,19.16,8.166666667,13.60666667,2.323333333,0.0001,19.03
7,May,2019,4.63,18.45,88.17,3418,0.093,1.206,0.084,7884000,29.84516129,16.95483871,23.61290323,0.203225806,0.0001,18.98064516
7,June,2019,4.31,16.87,77.69,3309,0.086,1.157,0.081,8380650,35.75333333,23.51666667,30.41333333,0.003333333,0.0001,15.83333333
7,July,2019,4.28,18.05,81.52,3754,0.074,1.238,0.086,8682950,38.96774194,27.02903226,33.50645161,0.0001,0.0001,17.0483871
7,August,2019,4.63,17.1,89.84,3343,0.112,1.152,0.081,8460550,36.47741935,24.56129032,31.19677419,0.0001,0.0001,13.6
7,September,2019,4.4,17.58,82.64,3601,0.105,1.299,0.091,8425300,32.56666667,20.77333333,27.04666667,0.0001,0.0001,14.98
7,October,2019,4.31,18.15,90.64,3540,0.088,1.253,0.088,8085500,24.38709677,14.57741935,19.44193548,1.667741935,0.0001,14.10322581
7,November,2019,4.23,12.9,84.61,3715,0.078,1.384,0.097,8542250,12.85,5.153333333,8.736666667,1.293333333,0.282333333,11.17666667
7,December,2019,4.26,15.49,99.99,3914,0.066,1.275,0.089,8746450,11.1483871,3.338709677,6.929032258,1.051612903,0.0001,12.09032258
7,January,2020,3.87,17.61,77.65,11563,0.071,0.776,0.056,8833250,7.7,-0.987096774,2.848387097,1.019354839,0.228064516,13.59032258
7,February,2020,4.06,14.14,78.77,11120,0.083,0.854,0.061,9367550,11.32413793,1.351724138,6.15862069,3.365517241,0.115862069,17.39655172
7,March,2020,4.2,11.63,83.9,10861,0.07,0.944,0.068,9425950,16.60322581,6.148387097,11.17096774,1.612903226,0.0001,17.08064516
7,April,2020,4.32,14.85,69.24,10288,0.072,0.846,0.061,9484350,18.65333333,9.03,13.80666667,3.42,0.009333333,16.92666667
7,May,2020,4.08,12.11,95.93,11025,0.084,0.851,0.061,10752100,29.18387097,16.86129032,23.42580645,0.5,0.0001,20.52903226
7,June,2020,4.02,13.41,99.78,12131,0.091,0.84,0.06,12065700,35.26666667,22.27666667,29.58,0.0001,0.0001,18.62333333
7,July,2020,4.24,18.67,88.47,11498,0.082,0.887,0.064,12991050,36.34193548,25.2,31.46451613,0.029032258,0.0001,15.03548387
7,August,2020,4.08,12.71,77.24,11481,0.07,0.812,0.058,13985950,34.80967742,23.25483871,29.48387097,0.0001,0.0001,14.57096774
7,September,2020,4.05,15.44,93.43,10696,0.092,0.9,0.065,14779400,30.75666667,19.54333333,25.71666667,0.06,0.0001,12.58
7,October,2020,4,13.85,88.33,10521,0.105,0.907,0.065,15604150,23.26129032,11.80645161,17.83548387,0.564516129,0.0001,12.83225806
7,November,2020,4.13,18.03,93.52,10997,0.085,0.903,0.065,17911350,14.78333333,7.586666667,11.07,3.01,0.0001,10.96333333
7,December,2020,4.13,14.57,76.74,10995,0.057,0.906,0.065,17147850,8.064516129,1.141935484,4.380645161,1.348387097,0.011290323,10.18387097
7,January,2021,3.8,12.49,76.89,8281,0.078,0.759,0.054,17182550,9.109677419,0.529032258,4.412903226,0.425806452,0.0001,11.36129032
7,February,2021,3.72,14.11,87.01,9462,0.08,0.834,0.059,17999950,13.46071429,2.889285714,7.792857143,1.357142857,0.01,15.72857143
7,March,2021,4.03,14.28,88.31,7589,0.082,0.941,0.067,18571000,17.45806452,6.077419355,11.91935484,1.412903226,0.119677419,18.74516129
7,April,2021,3.87,10.24,71.84,8783,0.114,0.788,0.056,17986500,27.22666667,14.51333333,21.23333333,0.083333333,0.0001,19.57
7,May,2021,3.81,19,83.45,8357,0.106,0.803,0.057,18015850,30.38709677,18.30322581,24.81935484,0.274193548,0.0001,19.92903226
7,June,2021,4.02,13.22,80.25,9441,0.102,0.786,0.056,19793200,37.18333333,23.57333333,31.4,0.0001,0.0001,16.79
7,July,2021,3.84,11.86,95.23,8629,0.101,0.829,0.059,19285250,37.88709677,25.92580645,32.73225806,0.0001,0.0001,14.06451613
7,August,2021,3.96,12.63,79.48,9330,0.094,0.761,0.054,19819150,35.91290323,24.36129032,31,0.0001,0.0001,15.33548387
7,September,2021,3.85,16,85.56,8001,0.086,0.907,0.065,19955600,33.75666667,21.26333333,28.1,0.0001,0.0001,15.27333333
